STOP_ID,STOP_NAME,MODE,LONGITUDE,LATITUDE
11919,Pamela St/Waverley Rd,METRO BUS,145.119878,-37.883866
11920,Mayfield Dr/Waverley Rd,METRO BUS,145.117598,-37.883650
11921,Hansen St/Waverley Rd,METRO BUS,145.115433,-37.883390
11922,Tuhans Rd/Waverley Rd,METRO BUS,145.112396,-37.882999
11923,Huntingdale Rd/Waverley Rd,METRO BUS,145.109597,-37.882647
11926,Medina Rd/High Street Rd,METRO BUS,145.153855,-37.872878
11927,Edith St/High Street Rd,METRO BUS,145.151893,-37.872667
11928,Blackburn Rd/High Street Rd,METRO BUS,145.149536,-37.872387
1193,Orrong Ave/Cheddar Rd,METRO BUS,145.009270,-37.714571
11931,Hooper St/Dandenong Rd,METRO BUS,145.076909,-37.886948
11932,Wilson St/Dandenong Rd,METRO BUS,145.073159,-37.885544
11933,Kilpa Rd/Keys Rd,METRO BUS,145.071179,-37.949171
11934,Roberna St/Keys Rd,METRO BUS,145.066747,-37.948521
11935,Friars Rd/Keys Rd,METRO BUS,145.064761,-37.948281
11936,Canterbury Rd/Haig St,METRO BUS,145.126611,-37.829506
11937,Peace St/Haig St,METRO BUS,145.126863,-37.831646
11938,Prince St/Haig St,METRO BUS,145.126596,-37.833245
11939,Devon St/Haig St,METRO BUS,145.126358,-37.834566
11940,Foch St/Haig St,METRO BUS,145.126119,-37.835923
11941,Sycamore St/Foch St,METRO BUS,145.123400,-37.836944
11942,Station St/Foch St,METRO BUS,145.120828,-37.836632
11943,Murray Rd/Gladstone Rd,METRO BUS,145.209592,-37.944393
11944,Garden Rd/Wellington Rd,METRO BUS,145.146149,-37.917231
11946,Nepean Hwy/Overton Rd,METRO BUS,145.125507,-38.129823
11947,Kananook Ave/Boonong Ave,METRO BUS,145.126717,-38.125742
11948,Fortescue Ave/Boonong Ave,METRO BUS,145.128366,-38.125975
11949,Carder Ave/Boonong Ave,METRO BUS,145.130322,-38.126223
1195,Palm Ave/Cheddar Rd,METRO BUS,145.012285,-37.710405
11950,Boonong Ave/Wells Rd,METRO BUS,145.133391,-38.125758
11953,VicRoads Customer Service Center/Hartnett Dr,METRO BUS,145.140699,-38.117827
11954,Peninsula Bvd/Hartnett Dr,METRO BUS,145.141237,-38.115041
11955,Heversham Dr/Hartnett Dr,METRO BUS,145.141798,-38.112284
11956,St Annes Catholic PS/Brunel Rd,METRO BUS,145.140313,-38.106520
11957,East Rd/Brunel Rd,METRO BUS,145.140690,-38.104246
11958,Brunel Rd/Maple St,METRO BUS,145.142835,-38.101946
11959,Smale Ct/Maple St,METRO BUS,145.146008,-38.102293
1196,Rathcown Rd/Cheddar Rd,METRO BUS,145.014105,-37.708119
11960,Maple St/Downs Rd,METRO BUS,145.147709,-38.102663
11961,Lucas Cres/Downs Rd,METRO BUS,145.148018,-38.103983
11962,Louise Ct/Downs Rd,METRO BUS,145.147663,-38.106312
11963,Elisdon Dr/Austin Rd,METRO BUS,145.150617,-38.107223
11964,Bambra Ct/Henry Cres,METRO BUS,145.153176,-38.108381
11965,St Martins Ct/Brennan Dr,METRO BUS,145.224166,-37.887280
11966,Seaford Rd/Henry Cres,METRO BUS,145.152560,-38.111561
11967,Prince Cres/Seaford Rd,METRO BUS,145.150991,-38.111825
11968,Belvedere Park Primary School/Seaford Rd,METRO BUS,145.147489,-38.111400
11969,Boonong Ave/Fortescue Ave,METRO BUS,145.127778,-38.125308
1197,Miranda Rd/Cheddar Rd,METRO BUS,145.015550,-37.706251
11970,Buna Ave/Fortescue Ave,METRO BUS,145.128068,-38.123781
11971,McCulloch Ave/Fortescue Ave,METRO BUS,145.128329,-38.121622
11972,Milne Ave/Fortescue Ave,METRO BUS,145.128876,-38.118936
11973,Moresby Ave/Fortescue Ave,METRO BUS,145.129314,-38.116961
11974,Bardia Ave/Fortescue Ave,METRO BUS,145.130014,-38.113674
11975,Seaford Rd/Fortescue Ave,METRO BUS,145.130041,-38.110854
11976,Johnstone St/Railway Pde,METRO BUS,145.129460,-38.109024
11977,Seaford Station/Railway Pde,METRO BUS,145.128357,-38.103969
11978,Coonara Ave/Railway Pde,METRO BUS,145.128387,-38.099680
11979,Selsey St/Railway Pde,METRO BUS,145.128378,-38.096003
1198,St Vigeons Rd/Cheddar Rd,METRO BUS,145.016549,-37.704934
11980,Armstrongs Rd/Railway Pde,METRO BUS,145.128363,-38.093480
11981,Ireland St/Railway Pde,METRO BUS,145.128334,-38.091010
11982,Coolibar Ave/Railway Pde,METRO BUS,145.127879,-38.088732
11983,Attunga Cres/Railway Pde,METRO BUS,145.127384,-38.084903
11984,Burrawong Ave/Railway Pde,METRO BUS,145.127673,-38.082952
11985,Kalimna St/Eel Race Rd,METRO BUS,145.125979,-38.081880
11986,Barretts Rd/Robinsons Rd,METRO BUS,145.177903,-38.179031
11987,Warrandyte Rd/Robinsons Rd,METRO BUS,145.186383,-38.180045
11988,Gardeners Rd/Robinsons Rd,METRO BUS,145.190994,-38.180558
11989,Nirvana Cl/Robinsons Rd,METRO BUS,145.196798,-38.181287
1199,Harmer St/Cheddar Rd,METRO BUS,145.017807,-37.702423
11990,Donald Rd/Robinsons Rd,METRO BUS,145.204435,-38.182251
11991,Victory Rd/Robinsons Rd,METRO BUS,145.208011,-38.183531
11992,Brennan Dr/Tintern Cres,METRO BUS,145.222697,-37.886897
11993,Middle Rd/Robinsons Rd,METRO BUS,145.229413,-38.186100
11994,Robinsons Rd/Pearcedale Rd,METRO BUS,145.238074,-38.187735
11995,Victoria Rd/Pearcedale Rd,METRO BUS,145.236647,-38.195292
11996,Evans St/Pearcedale Rd,METRO BUS,145.235861,-38.199498
11997,Pearcedale Village SC/Baxter-Tooradin Rd,METRO BUS,145.232972,-38.202771
11998,Middle Rd/Baxter-Tooradin Rd,METRO BUS,145.224796,-38.201791
11999,Western Port Hwy/Baxter-Tooradin Rd,METRO BUS,145.214309,-38.200533
12,Daryl Ave/Gallaghers Rd,METRO BUS,145.177946,-37.880679
120,Ivanhoe Park/Lower Heidelberg Rd,METRO BUS,145.052372,-37.771950
1200,Dole Ave/Cheddar Rd,METRO BUS,145.019052,-37.700831
12000,South Boundary Rd/Baxter-Tooradin Rd,METRO BUS,145.203126,-38.199740
12001,Highfield Dr/Baxter-Tooradin Rd,METRO BUS,145.193335,-38.199455
12002,Baxter PS/Baxter-Tooradin Rd,METRO BUS,145.182345,-38.199168
12003,St Kilda St/Baxter-Tooradin Rd,METRO BUS,145.176701,-38.198387
12004,Baxter Station/Baxter-Tooradin Rd,METRO BUS,145.157625,-38.195412
12005,Olstead Dr/Baxter-Tooradin Rd,METRO BUS,145.154317,-38.194856
12006,Stotts Lane/Baxter-Tooradin Rd,METRO BUS,145.149701,-38.194071
12009,Sanders Rd/Moorooduc Hwy,METRO BUS,145.139172,-38.171673
1201,Lloyd Ave/Cheddar Rd,METRO BUS,145.019832,-37.699204
12011,Pilgrim St/Victoria St,METRO BUS,144.892007,-37.805272
12012,Victoria St/Charles St,METRO BUS,144.891572,-37.806580
12013,Station Rd/Gamon St,METRO BUS,144.890315,-37.806846
12014,Seddon St/Gamon St,METRO BUS,144.889975,-37.808822
12015,O'Farrell St/Gamon St,METRO BUS,144.889670,-37.810367
12016,Somerville Rd/Gamon St,METRO BUS,144.889256,-37.812928
12017,Hamilton St/Somerville Rd,METRO BUS,144.886298,-37.813082
12018,Bayview Rd/Somerville Rd,METRO BUS,144.884475,-37.812878
1202,Daleglen St/Cheddar Rd,METRO BUS,145.020985,-37.697664
12020,Oravel Ave/Waverley Rd,METRO BUS,145.072262,-37.879834
12023,Mt Dandenong Rd/Canterbury Rd,METRO BUS,145.335019,-37.812711
12024,61 Canterbury Rd,METRO BUS,145.328540,-37.814927
12025,Twobar Pl/Canterbury Rd,METRO BUS,145.322231,-37.816612
12026,Liverpool Rd/Canterbury Rd,METRO BUS,145.315912,-37.818234
12028,Colchester Rd/Canterbury Rd,METRO BUS,145.305256,-37.821173
12029,Canterbury Gardens SC/Canterbury Rd,METRO BUS,145.300512,-37.822447
1203,Keon Pde/Cheddar Rd,METRO BUS,145.022038,-37.696420
12030,Gatwick Rd/Canterbury Rd,METRO BUS,145.297003,-37.823388
12031,Galloway Gr/Canterbury Rd,METRO BUS,145.291447,-37.824884
12032,Dorset Rd/Canterbury Rd,METRO BUS,145.286208,-37.826376
12033,Canterbury Rd,METRO BUS,145.278479,-37.828949
12034,Hamilton Rd/Canterbury Rd,METRO BUS,145.276141,-37.829843
12035,Bayswater Rd/Canterbury Rd,METRO BUS,145.270666,-37.831692
12036,Greenhill Rd/Canterbury Rd,METRO BUS,145.264165,-37.830812
12038,Millers Rd/West Gate Fwy,METRO BUS,144.849613,-37.824268
1204,Wood St/Dalton Rd,METRO BUS,145.025548,-37.692396
12041,Fussell Rd/Canterbury Rd,METRO BUS,145.323107,-37.816544
12042,Danjul Cl/Canterbury Rd,METRO BUS,145.321107,-37.817092
12043,Liverpool Rd/Canterbury Rd,METRO BUS,145.315986,-37.818479
12044,Southfork Dr/Canterbury Rd,METRO BUS,145.309870,-37.820122
12045,Trade Way/Canterbury Rd,METRO BUS,145.305401,-37.821328
12046,Canterbury Gardens SC/Canterbury Rd,METRO BUS,145.300405,-37.822689
12047,Leighton Rd/Canterbury Rd,METRO BUS,145.297135,-37.823570
12048,Galloway Gr/Canterbury Rd,METRO BUS,145.290995,-37.825265
12049,Dorset Rd/Canterbury Rd,METRO BUS,145.286158,-37.826592
1205,Settlement Rd/Dalton Rd,METRO BUS,145.028194,-37.688827
12050,Market Dr/Canterbury Rd,METRO BUS,145.278907,-37.829136
12051,Hamilton Rd/Canterbury Rd,METRO BUS,145.275884,-37.830155
12052,Bayswater Rd/Canterbury Rd,METRO BUS,145.270741,-37.831900
12053,Canterbury Ct/Canterbury Rd,METRO BUS,145.267778,-37.832740
12054,Greenhill Rd/Canterbury Rd,METRO BUS,145.264049,-37.830891
12055,Miller Rd/Canterbury Rd,METRO BUS,145.261833,-37.828497
12056,Fernwood Ave/Canterbury Rd,METRO BUS,145.256293,-37.826352
12057,Aringa Ct/Canterbury Rd,METRO BUS,145.251056,-37.825391
12058,Allens Rd/Canterbury Rd,METRO BUS,145.246620,-37.827975
12059,Viviani Cres/Great Ryrie St,METRO BUS,145.237295,-37.831665
1206,Rochester Dr/Dalton Rd,METRO BUS,145.029416,-37.684233
12060,Erica Cres/Great Ryrie St,METRO BUS,145.237302,-37.829926
12061,Doulton Ave/Great Ryrie St,METRO BUS,145.237286,-37.828241
12062,Edna St/Great Ryrie St,METRO BUS,145.237286,-37.825853
12064,Karingal Bowling Club/Skye Rd,METRO BUS,145.157042,-38.137008
12065,Amber Ave/Skye Rd,METRO BUS,145.159524,-38.137678
12066,Amber Ave/Skye Rd,METRO BUS,145.159329,-38.137711
12067,Karingal Bowling Club/Skye Rd,METRO BUS,145.157095,-38.137135
12068,Frallon Cres/Skye Rd,METRO BUS,145.152247,-38.135771
12069,Frank St/Skye Rd,METRO BUS,145.146898,-38.134317
1207,Buckingham Ct/Dalton Rd,METRO BUS,145.030009,-37.680674
12070,Panmure St/Skye Rd,METRO BUS,145.144065,-38.133551
12071,Skye Rd/McMahons Rd,METRO BUS,145.141227,-38.133434
12072,Barclay Ave/McMahons Rd,METRO BUS,145.139567,-38.137247
12073,Moonah St/McMahons Rd,METRO BUS,145.137556,-38.141865
12074,Burrow St/Stanley St,METRO BUS,145.132685,-38.140454
12075,Cricklewood Ave/Stanley St,METRO BUS,145.134036,-38.137591
12076,Orwil St/Cricklewood Ave,METRO BUS,145.132050,-38.136740
12077,Anderson St/Orwil St,METRO BUS,145.132238,-38.134733
12078,Bradshaw St/Orwil St,METRO BUS,145.133218,-38.132550
12079,Bradshaw St/Orwil St,METRO BUS,145.133189,-38.132793
1208,Valentine Ave/Dalton Rd,METRO BUS,145.030416,-37.678130
12080,Anderson St/Orwil St,METRO BUS,145.132244,-38.134950
12081,Orwil St/Cricklewood Ave,METRO BUS,145.132040,-38.136677
12082,Queen St/Stanley St,METRO BUS,145.133976,-38.137735
12083,Burrow St/Stanley St,METRO BUS,145.132704,-38.140616
12084,Beach St/Stanley St,METRO BUS,145.131977,-38.142290
12087,Frankston-Flinders Rd/Hodgins Rd,METRO BUS,145.184774,-38.299882
12088,Cuckoo Restaurant/Mt Dandenong Tourist Rd,METRO BUS,145.368004,-37.857802
12089,Mornington-Tyabb Rd/Frankston-Flinders Rd,METRO BUS,145.189891,-38.261031
1209,The Boulevard/Dalton Rd,METRO BUS,145.030765,-37.676082
12090,Delepan Dr/Frankston-Flinders Rd,METRO BUS,145.189882,-38.256769
12091,Somerville Plaza SC/Eramosa Rd,METRO BUS,145.172368,-38.223236
12097,Colehurst Cres/Mt Dandenong Tourist Rd,METRO BUS,145.358917,-37.863119
12098,Sassafras PS/Mt Dandenong Tourist Rd,METRO BUS,145.355019,-37.861559
12099,Prince St/Mt Dandenong Tourist Rd,METRO BUS,145.353363,-37.863438
121,Ravenswood Ave/Lower Heidelberg Rd,METRO BUS,145.055531,-37.772308
1210,Deakin Ave/Dalton Rd,METRO BUS,145.031466,-37.671867
12100,The Crescent/Mt Dandenong Tourist Rd,METRO BUS,145.351681,-37.868524
12101,Stanley St/Beach St,METRO BUS,145.131421,-38.142614
12102,Jolly St/Beach St,METRO BUS,145.134787,-38.143506
12103,Addicott St/Beach St,METRO BUS,145.137909,-38.144574
12104,Leonard St/Beach St,METRO BUS,145.140707,-38.145853
12105,Ashleigh Ave/Beach St,METRO BUS,145.143085,-38.146999
12106,Frankston East PS/Ashleigh Ave,METRO BUS,145.144672,-38.145618
12107,Wangarra Rd/Ashleigh Ave,METRO BUS,145.145684,-38.142597
12108,Golconda Ave/Ashleigh Ave,METRO BUS,145.148061,-38.140210
12109,Flam St/Ashleigh Ave,METRO BUS,145.151968,-38.138686
1211,Menzies Pde/Dalton Rd,METRO BUS,145.031803,-37.669836
12110,Devon Ct/Karingal Dr,METRO BUS,145.155844,-38.140621
12111,Lindrum Rd/Karingal Dr,METRO BUS,145.157587,-38.141649
12112,Uniting Church/Karingal Dr,METRO BUS,145.159078,-38.142709
12113,Bogong Ct/Karingal Dr,METRO BUS,145.161844,-38.144311
12114,Iona Ct/Karingal Dr,METRO BUS,145.163622,-38.145339
12115,Lucerne Cres/Karingal Dr,METRO BUS,145.165378,-38.147205
12116,Naranga Cres/Karingal Dr,METRO BUS,145.165798,-38.149113
12117,Skye Rd/Karingal Dr,METRO BUS,145.154151,-38.136729
12118,Frallon Cres/Skye Rd,METRO BUS,145.152419,-38.135701
12119,Frank St/Skye Rd,METRO BUS,145.147037,-38.134229
1212,Michael St/Dalton Rd,METRO BUS,145.032048,-37.668281
12120,Panmure St/Skye Rd,METRO BUS,145.144306,-38.133510
12121,Skye Rd/McMahons Rd,METRO BUS,145.141139,-38.133324
12122,John Paul College/McMahons Rd,METRO BUS,145.140423,-38.134989
12123,Barclay Ave/McMahons Rd,METRO BUS,145.139454,-38.137218
12124,Moonah St/McMahons Rd,METRO BUS,145.137478,-38.141773
12127,Wallaroo Pl/Tambar Pl,METRO BUS,145.173381,-38.299137
12128,Kimbla Ct/Stalwart Ave,METRO BUS,145.172212,-38.296938
12129,Curacoa Dr/Stalwart Ave,METRO BUS,145.173437,-38.293713
1213,Darebin Dr/Dalton Rd,METRO BUS,145.032479,-37.665710
12130,Ardent Ct/Curacoa Dr,METRO BUS,145.176558,-38.295537
12132,Tiga Ct/Frankston-Flinders Rd,METRO BUS,145.189608,-38.256287
12133,Chesterfield Rd/Frankston-Flinders Rd,METRO BUS,145.187367,-38.236571
12134,Park Lane/Frankston-Flinders Rd,METRO BUS,145.182896,-38.231654
12135,Somerville Plaza SC/Eramosa Rd,METRO BUS,145.172375,-38.223416
12136,Graf Rd/Eramosa Rd,METRO BUS,145.169564,-38.222994
12137,Scullin St/Boyd St,METRO BUS,145.213332,-37.964726
12138,Boyd St/Curtin Cres,METRO BUS,145.210614,-37.964622
12139,Curtin Cres/Menzies Ave,METRO BUS,145.208502,-37.965374
1214,Monash St/Dalton Rd,METRO BUS,145.032603,-37.664036
12140,Fadden St/Menzies Ave,METRO BUS,145.206452,-37.964478
12141,Kandra St/Gladstone Rd,METRO BUS,145.206251,-37.961978
12142,Carlton Rd/Gladstone Rd,METRO BUS,145.206696,-37.959561
12143,Lyndale Sec Col/Gladstone Rd,METRO BUS,145.207176,-37.957180
12144,Brady Rd/Gladstone Rd,METRO BUS,145.207730,-37.954052
12145,Melton Secondary College/Coburns Rd ,METRO BUS,144.568641,-37.682595
12146,Gray St/Whalley Dr,METRO BUS,145.197579,-37.921373
12147,Hillard Ct/Whalley Dr,METRO BUS,145.194800,-37.920574
12148,Bracken Ct/Whalley Dr,METRO BUS,145.191222,-37.919870
12149,Woodington Dr/Whalley Dr,METRO BUS,145.189316,-37.917822
1215,Childs Rd/Dalton Rd,METRO BUS,145.031227,-37.661625
12150,Mena Ct/Whalley Dr,METRO BUS,145.190166,-37.914708
12151,Jells Rd/Grandview Rd,METRO BUS,145.188804,-37.913182
12153,Waverley Meadows Primary School/Columbia Dr ,METRO BUS,145.184456,-37.915133
12154,Calderwood Ave/Phoenix Dr,METRO BUS,145.186963,-37.913568
12155,Vanessa Cres/Columbia Dr,METRO BUS,145.184070,-37.917903
12156,Brandon Park Dr/Columbia Dr,METRO BUS,145.181964,-37.919799
12157,Wellington Rd/Brandon Park Dr,METRO BUS,145.181215,-37.920635
1216,Holroyd Dr/Dalton Rd,METRO BUS,145.030702,-37.659579
1217,Grand Pde/Dalton Rd,METRO BUS,145.031113,-37.656477
1218,Melbourne Polytechnic/Dalton Rd,METRO BUS,145.031744,-37.653198
1219,Coulstock St/Davisson St,METRO BUS,145.029870,-37.649905
122,Carmichael St/Lower Heidelberg Rd,METRO BUS,145.058156,-37.772631
1220,Davisson St/Rufus St,METRO BUS,145.030752,-37.649126
1221,Keith Ave/Greenbrook Dr,METRO BUS,145.035399,-37.647843
1222,Savannah Cres/Greenbrook Dr,METRO BUS,145.036864,-37.646434
1223,Greenbrook SC/McDonalds Rd,METRO BUS,145.040275,-37.646005
1224,Greenview Ct/McDonalds Rd,METRO BUS,145.043724,-37.646332
1225,Merrill Dr/McDonalds Rd,METRO BUS,145.046143,-37.646571
1226,Pindari Ave/McDonalds Rd,METRO BUS,145.050132,-37.647042
1227,Halter Cres/Meadow Glen Dr,METRO BUS,145.051314,-37.646016
12270,Launders Ave/Yarra Rd,METRO BUS,145.270298,-37.738879
12271,Dawes Rd/Yarra Rd,METRO BUS,145.268699,-37.743704
12272,Brysons Rd/Yarra Rd,METRO BUS,145.270330,-37.748693
12273,St Johns Rd/Yarra Rd,METRO BUS,145.272155,-37.753190
12274,Edgar Ave/Yarra Rd,METRO BUS,145.272918,-37.757014
12275,Holloway Rd/Yarra Rd,METRO BUS,145.271978,-37.762768
12276,Yarra Road Primary School/Yarra Rd ,METRO BUS,145.271806,-37.766722
12277,Layfield St/Yarra Rd,METRO BUS,145.273549,-37.768901
12278,Hawker St/Esplanade,METRO BUS,145.025124,-38.255742
12279,Augusta St/Esplanade,METRO BUS,145.022439,-38.258697
1228,St Leger Pl/Meadow Glen Dr,METRO BUS,145.051723,-37.643842
12280,Alice St/Esplanade,METRO BUS,145.020393,-38.260366
12281,Coolangatta Rd/Esplanade,METRO BUS,145.018465,-38.261920
12282,Bay Rd/Esplanade,METRO BUS,145.012700,-38.267571
12283,Moore St/Bay Rd,METRO BUS,145.018974,-38.269705
12284,St Ives Gr/Dominion Rd,METRO BUS,145.024515,-38.271907
12285,Dominion Rd/Somerset Dr,METRO BUS,145.021654,-38.274138
12286,Kinross St/Somerset Dr,METRO BUS,145.021611,-38.276562
12287,Glencoe Cres/Somerset Dr,METRO BUS,145.021348,-38.279513
12288,Cambridge Ct/Somerset Dr,METRO BUS,145.020699,-38.281539
12289,Suffolk Cres/Somerset Dr,METRO BUS,145.020042,-38.284681
1229,Glendale Ave/Derby Dr,METRO BUS,145.048492,-37.643005
12291,Esplanade/Wilsons Rd,METRO BUS,145.033232,-38.224618
123,Veitch St/McArthur Rd,METRO BUS,145.061866,-37.774485
1230,Pentland Dr/Derby Dr,METRO BUS,145.044446,-37.642550
12305,Ruth Rd/Nepean Hwy,METRO BUS,145.036853,-38.241602
1231,Aldergate Ct/Derby Dr,METRO BUS,145.041988,-37.642500
12310,Narre Warren North Scout Hall/Memorial Dr,METRO BUS,145.314840,-37.984970
12311,Carrington Rd/Elgar Rd,METRO BUS,145.114612,-37.819266
12312,George Vowell Aged Care/Nepean Hwy,METRO BUS,145.073633,-38.206977
12313,Shotton Rd/Nepean Hwy,METRO BUS,145.067875,-38.211361
12314,Oakbank Rd/Nepean Hwy,METRO BUS,145.063582,-38.214751
12315,Bungower Rd/Nepean Hwy,METRO BUS,145.056923,-38.219903
12317,Fitzgerald St/Robertson Dr,METRO BUS,145.062722,-38.223928
12318,Carramar St/Robertson Dr,METRO BUS,145.060479,-38.225351
12319,Mornington Park PS/Robertson Dr,METRO BUS,145.057635,-38.225781
12320,Jacana St/Robertson Dr,METRO BUS,145.055386,-38.224852
12321,Illowa St/Robertson Dr,METRO BUS,145.053921,-38.223692
12322,Tanti Ave/Nepean Hwy,METRO BUS,145.048301,-38.226654
12323,Spray St/Nepean Hwy,METRO BUS,145.045726,-38.228557
12324,Mornington Park/Esplanade,METRO BUS,145.035603,-38.216277
12325,Townsend Lane/Esplanade,METRO BUS,145.032285,-38.221601
12326,Williams Rd/Esplanade,METRO BUS,145.031463,-38.224525
12327,Webb St/Esplanade,METRO BUS,145.029482,-38.226429
12328,King Georges Ave/Esplanade,METRO BUS,145.027011,-38.227821
12329,670 Esplanade,METRO BUS,145.027326,-38.233476
1233,Wedge St/High St,METRO BUS,145.024058,-37.651096
12330,Fossil Beach/Esplanade,METRO BUS,145.029683,-38.240968
12331,Bentons Rd/Esplanade,METRO BUS,145.029836,-38.243764
12332,Shanns Ave/Esplanade,METRO BUS,145.028314,-38.250200
12333,Craigie Rd/Esplanade,METRO BUS,145.026149,-38.253777
12334,Hawker St/Esplanade,METRO BUS,145.024902,-38.255927
12335,Oatlands Primary School/Kurrajong Rd,METRO BUS,145.316499,-38.006027
12336,Alice St/Esplanade,METRO BUS,145.020725,-38.259921
12337,Coolangatta Rd/Esplanade,METRO BUS,145.018305,-38.261917
12338,Bay Rd/Esplanade,METRO BUS,145.012694,-38.267346
12339,Moore St/Bay Rd,METRO BUS,145.018539,-38.269724
1234,Houston St/High St,METRO BUS,145.025987,-37.647596
12340,Latrobe Dr/Bay Rd,METRO BUS,145.024376,-38.271139
12341,Dominion Rd/Somerset Dr,METRO BUS,145.021506,-38.274127
12342,Kinross St/Somerset Dr,METRO BUS,145.021505,-38.276686
12343,Durham Ct/Somerset Dr,METRO BUS,145.021346,-38.279171
12344,Devon Ct/Somerset Dr,METRO BUS,145.020578,-38.280933
12345,Hobart Rd/Dandenong Rd,METRO BUS,145.070255,-37.884848
12346,Murrumbeena Rd/Dandenong Rd,METRO BUS,145.066912,-37.884865
12347,Poplar Gr/Dandenong Rd,METRO BUS,145.064308,-37.884840
12348,Chestnut St/Dandenong Rd,METRO BUS,145.061480,-37.884721
12349,Carnegie Station/Koornang Rd,METRO BUS,145.057786,-37.885994
1235,High St/Memorial Ave,METRO BUS,145.026938,-37.644611
12350,Neerim Rd/Koornang Rd,METRO BUS,145.057207,-37.888958
12351,Kambrook Rd/Glen Eira Rd,METRO BUS,145.033803,-37.881351
12352,Bambra Rd/Glen Eira Rd,METRO BUS,145.030539,-37.880972
12353,Webb St/Glen Eira Rd,METRO BUS,145.026562,-37.880446
12354,Glen Eira City Hall/Glen Eira Rd,METRO BUS,145.023751,-37.880129
12355,Harcourt Ave/Glen Eira Rd,METRO BUS,145.019196,-37.879556
12356,Kooyong Rd/Glen Eira Rd,METRO BUS,145.016939,-37.879320
12357,Eastaway St/Glen Eira Rd,METRO BUS,145.011817,-37.878684
12358,Orrong Rd/Glen Eira Rd,METRO BUS,145.007160,-37.878101
12359,Caulfield Grammar School/Glen Eira Rd,METRO BUS,145.004407,-37.877738
1236,Scarborough Rd/McDonalds Rd,METRO BUS,145.034107,-37.645235
12360,Gordon St/Glen Eira Rd,METRO BUS,145.000894,-37.877345
12361,Hotham St/Glen Eira Rd,METRO BUS,144.998536,-37.877080
12362,Ripponlea Station/Glen Eira Rd,METRO BUS,144.994956,-37.876596
12363,Glen Eira Rd/Brighton Rd,METRO BUS,144.991865,-37.876137
12364,Wimbledon Ave/Brighton Rd,METRO BUS,144.989669,-37.872459
12365,Dickens St/Brighton Rd,METRO BUS,144.988314,-37.870444
12366,Blessington St/Carlisle St,METRO BUS,144.985859,-37.867897
12367,Barkly St/Carlisle St,METRO BUS,144.981511,-37.867273
12368,Luna Park/The Esplanade,METRO BUS,144.977837,-37.866957
12369,Inverell Ave/High Street Rd,METRO BUS,145.144389,-37.871783
1237,McDonalds Rd/Derby Dr,METRO BUS,145.039114,-37.645363
12370,Lawrence Rd/High Street Rd,METRO BUS,145.141578,-37.871450
12371,Stewart St/High Street Rd,METRO BUS,145.139493,-37.871201
12372,Fleet St/High Street Rd,METRO BUS,145.136852,-37.870889
12373,Stephensons Rd/High Street Rd,METRO BUS,145.129312,-37.870066
12374,Park Rd/High Street Rd,METRO BUS,145.124180,-37.869399
12375,Golf Ave/High Street Rd,METRO BUS,145.122558,-37.869220
12376,Glen Iris Valley Tennis Club/High Street Rd,METRO BUS,145.118364,-37.868756
12377,283 High Street Rd,METRO BUS,145.115429,-37.868394
12378,Huntingdale Rd/High Street Rd,METRO BUS,145.110824,-37.867996
12379,Teck St/High Street Rd,METRO BUS,145.107415,-37.867499
1238,Regent Station/Robinson Rd,METRO BUS,145.003065,-37.728498
12380,Cleveland Rd/High Street Rd,METRO BUS,145.105396,-37.867314
12381,Jordan St/High Street Rd,METRO BUS,145.102835,-37.867002
12382,Winbirra Pde/High Street Rd,METRO BUS,145.101271,-37.866824
12383,Queens Pde/High Street Rd,METRO BUS,145.097652,-37.866504
12384,Warrigal Rd/High Street Rd,METRO BUS,145.093472,-37.865968
12385,Gloucester Rd/High St,METRO BUS,145.088598,-37.864510
12386,Samarinda Ave/High St,METRO BUS,145.085389,-37.864205
12387,Morotai Ave/High St,METRO BUS,145.082341,-37.863831
12388,Ashburton Station/High St,METRO BUS,145.080824,-37.863617
12389,Highgate Gr/High St,METRO BUS,145.077300,-37.863163
1239,Henry St/High St,METRO BUS,145.005647,-37.728262
12390,Hilltop Ave/High St,METRO BUS,145.073785,-37.862844
12391,Bellavista Rd/High St,METRO BUS,145.071373,-37.862480
12392,Fuller Ave/High St,METRO BUS,145.068981,-37.862216
12393,Victor Rd/High St,METRO BUS,145.066794,-37.861973
12395,Frankston Arts Centre/Davey St,METRO BUS,145.123196,-38.146529
124,Burke Rd/Mcarthur Rd,METRO BUS,145.063416,-37.775998
1240,High St/Queen St,METRO BUS,145.006296,-37.726912
12402,Brady Ave/Rosebank Ave,METRO BUS,145.134519,-37.939892
12403,Heatherton Rd/Clarke Rd,METRO BUS,145.138067,-37.961603
12404,Photography Dr/Newlands Rd,METRO BUS,144.974070,-37.726183
12408,Massey Ave/Broadhurst Ave,METRO BUS,144.990637,-37.707235
12409,Lawley St/Broadhurst Ave,METRO BUS,144.992596,-37.707358
1241,Jeffrey St/Queen St,METRO BUS,145.010504,-37.727389
12410,Gellibrand Cres/Broadhurst Ave,METRO BUS,145.001761,-37.708199
12412,McFadzean Ave/Broadhurst Ave,METRO BUS,144.997255,-37.707888
12413,Edgars Creek Wetlands/Broadhurst Ave,METRO BUS,144.994425,-37.707660
12414,Banbury Rd/Broadhurst Ave,METRO BUS,144.990612,-37.707297
